timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
8700,0.19,0.99,-0.15,0.79,1.04,0.31
8720,0.19,0.99,-0.16,0.55,1.59,0.37
8740,0.18,0.99,-0.16,-0.31,1.83,0.37
8760,0.19,0.98,-0.16,-1.28,1.65,0.31
8780,0.18,0.99,-0.15,-2.99,1.95,-0.12
8800,0.18,0.99,-0.16,-3.91,2.20,-0.06
8820,0.17,0.99,-0.15,-4.64,1.89,0.37
8840,0.17,0.99,-0.15,-6.35,0.55,2.56
8860,0.15,1.00,-0.15,-8.06,-1.95,5.31
8880,0.14,1.04,-0.11,-10.99,-6.23,10.07
8900,0.14,1.07,-0.09,-17.33,-8.97,21.06
8920,0.13,1.12,-0.12,-19.65,-10.25,30.76
8940,0.16,1.21,-0.13,-17.88,-17.27,42.24
8960,0.20,1.34,-0.24,-7.75,-21.85,59.57
8980,0.30,1.28,-0.21,-7.63,-18.80,71.96
9000,0.23,1.21,-0.30,-15.50,-13.98,82.21
9020,0.23,1.11,-0.24,-29.11,-20.32,90.27
9040,0.29,0.95,-0.11,-34.61,-24.17,91.67
9060,0.34,0.87,-0.01,-38.33,-24.29,89.97
9080,0.44,0.81,0.06,-37.05,-18.13,86.61
9100,0.54,0.69,0.08,-31.43,-12.02,84.78
9120,0.55,0.62,0.06,-28.75,-7.87,70.62
9140,0.65,0.59,0.06,-26.18,-6.90,58.84
9160,0.66,0.55,0.12,-19.78,-13.73,37.23
9180,0.67,0.46,0.13,-13.18,-7.08,24.84
9200,0.67,0.44,0.09,-4.52,-4.03,4.82
9220,0.69,0.52,0.13,7.87,2.75,-22.58
9240,0.71,0.42,0.26,21.91,3.72,-43.88
9260,0.67,0.40,0.22,34.67,13.55,-69.82
9280,0.43,0.52,-0.16,43.88,25.09,-97.90
9300,0.41,0.66,-0.30,29.30,19.10,-100.22
9320,0.33,0.89,-0.38,16.30,17.76,-106.63
9340,0.10,1.58,0.09,23.07,3.23,-101.44
9360,0.41,0.63,0.40,29.17,1.83,-73.49
9380,0.24,0.73,-0.02,38.33,33.87,-89.78
9400,0.29,1.28,-0.66,20.69,46.33,-85.63
9420,0.07,1.36,-0.32,-2.81,44.56,-67.20
9440,0.09,1.36,0.19,-6.35,11.84,-35.22
9460,0.29,0.96,-0.14,7.75,19.04,-18.37
9480,0.13,1.05,-0.10,5.55,13.79,-25.94
9500,0.14,1.05,-0.07,6.59,8.12,-20.02
