timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
8260,0.77,-0.00,0.46,33.14,-3.54,-15.99
8280,0.73,-0.30,0.17,59.08,15.26,-45.84
8300,0.73,-0.08,0.21,40.22,45.23,-78.06
8320,0.83,0.19,-0.07,38.88,54.26,-125.49
8340,0.35,0.72,-0.16,33.45,33.02,-166.14
8360,0.51,1.24,0.26,63.60,7.26,-195.43
8380,-0.02,1.68,0.24,70.31,-1.77,-158.02
8400,0.24,0.84,0.07,71.53,5.43,-97.53
8420,0.34,0.71,-0.04,55.54,48.40,-107.73
8440,-1.37,3.96,-4.00,56.52,196.96,-161.01
8460,-1.05,2.56,1.87,-36.74,-52.31,-79.10
8480,0.64,1.06,0.35,7.26,-76.29,59.14
8500,0.45,0.62,-0.59,25.88,36.50,21.97
8520,0.20,1.01,-0.12,4.76,19.17,-10.13
8540,0.18,1.07,-0.04,9.34,5.68,-10.01
8560,0.22,0.98,-0.14,11.23,3.66,-3.54
8580,0.21,0.99,-0.15,9.03,2.20,-3.17
8600,0.24,0.95,-0.20,4.52,5.92,-0.92
8620,0.23,0.98,-0.15,1.16,3.97,-4.58
8640,0.21,0.98,-0.18,1.16,4.03,-4.09
8660,0.21,0.98,-0.16,-2.38,1.28,-3.78
8680,0.17,1.00,-0.15,-4.70,1.22,-0.98
8700,0.12,1.05,-0.11,-8.61,-1.04,2.93
8720,0.16,1.05,-0.09,-11.11,-6.47,11.05
8740,0.06,1.23,-0.09,-10.25,-11.23,20.57
8760,0.05,1.49,-0.18,-17.70,-26.12,54.32
8780,0.22,1.49,-0.29,-20.26,-26.92,69.15
8800,0.18,1.50,-0.64,-23.62,-16.97,81.85
8820,0.08,1.29,-0.53,-51.94,-28.38,109.62
8840,0.19,1.06,-0.19,-70.92,-39.37,118.23
8860,0.32,0.91,-0.02,-82.64,-31.49,118.59
8880,0.54,0.57,0.07,-77.03,-15.26,118.04
8900,0.61,0.71,0.19,-71.11,-10.19,108.46
8920,0.72,0.50,0.23,-53.77,-12.51,100.52
8940,0.66,0.44,0.28,-30.15,-27.34,65.43
8960,0.69,0.26,0.19,-15.56,-24.29,52.31
8980,0.58,0.36,0.23,-15.32,-13.18,29.66
9000,0.63,0.24,0.12,3.11,-6.04,13.92
9020,0.78,0.21,0.13,14.95,12.57,-6.41
9040,0.79,0.25,0.25,31.31,14.71,-35.22
9060,0.74,0.21,0.12,46.51,26.73,-76.48
9080,0.52,0.54,-0.02,45.47,35.03,-111.02
9100,0.64,0.39,-0.20,37.17,31.49,-118.96
9120,0.34,0.42,-0.39,6.90,13.55,-161.56
9140,0.35,1.11,0.10,2.14,-6.65,-162.66
9160,0.12,1.35,0.53,49.74,-16.91,-150.82
9180,-0.05,1.36,0.48,73.67,8.12,-138.18
9200,1.00,1.51,-0.06,92.90,64.70,-109.62
9220,-0.99,1.82,-0.38,76.72,172.42,-124.15
9240,-0.11,1.39,0.12,-4.27,-22.16,4.88
9260,0.36,0.76,-0.40,25.76,31.07,21.42
9280,0.23,0.93,-0.20,8.24,19.35,5.74
9300,0.22,0.99,-0.15,2.62,2.08,-4.94
9320,0.20,1.00,-0.11,0.24,1.71,-5.98
